Response,Validity,Digit,Letter,Token,Length,Time,NodeCount,Sentiment,yesno,datetime,department,phone_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,
"10/22/78",1,204.71,-65.213,-5.2996,126.08,14.631,14.305,-3.1459,-0.24688,9.9409,0,6.4417,4.4296,0.19659,72.019,-0.83764,0.50413,4.7331,-0.51294,16.769,-0.83764,18.988,19.092,10.214,8.6931,10.513,2.6291,1.8935,8.9716,-0.28683,4.8329,-6.4742,-9.9208,2.2429,1.8935,4.1324,-9.916,-2.2821,-1.5646,-8.3114,-4.4473,-7.2121,11.887,6.2548,-14.681,-8.0281,-9.3691,6.8788,-1.1633,-0.72554,15.794,22.795,4.1196,-3.9102,-3.0033,-3.6873,-4.0024,4.7426,0.46491,0,-25.334,0.12128,-4.0024,10.71,3.5455,-69.201,-11.535,-0.72851,-22.337,-0.5483,1.4823,-17.297,-2.5362,-8.3617,-8.7802,-3.1113,9.7047,-3.5984,4.2591,-12.45,-5.8417,-5.1039,-4.7174,-1.9841,3.0532,6.1569,7.3615,6.9465,-3.8406,0.29565,3.4028,-4.8999,9.0739,4.5805,4.4321,0.092433,-1.2193,10.916,2.5979,8.4946,-0.72654,-6.3238,27.146,7.3939,1.7852,-24.01,-3.6606,-7.2122,0.092433,2.1332,-2.0831,-2.5737,0,0.021122,2.8444,-1.2099,-4.9627,1.7852,7.5194,0,-2.4599,-4.3676,-3.6143,8.1424,-3.6294,-3.954,-4.995,1.1491,0.29565,1.6012,-5.0659,1.7852,1.4724,-0.83764,-8.5214,6.6974,0.092433,-4.0024,0.14692,0.002385,3.787,-0.83764,-9.389,0.18487,8.0534,-1.4284,-4.995,1.4989,1.9489,-0.83764,-5.0704,0.29565,0.092433,1.7852,-2.6634,0.71347,-4.995,0.29671,1.597,-4.114,0.042097,-4.5127,-0.88724,-2.7312,-4.0024,0.61622,-1.7513,-3.0532,-0.57116,0,1.7725,0.092433,0.57184,6.191,-0.9759,0.5913,5.0809,0.46491,-4.0024,3.0994,-4.564,-3.361,-1.4581,-3.7901,1.3996,2.3108
"15/02/96",1,208.12,-65.421,-8.9652,125.62,16.319,18.284,-3.2631,-0.26602,4.826,0,9.6109,4.203,0.28685,69.297,-0.83515,2.3725,4.8209,-0.98479,17.029,-0.83515,20.445,18.622,9.9753,8.2028,10.72,2.7553,1.8525,8.6855,-0.31309,4.4335,-6.0526,-9.8901,2.3794,1.8525,4.1391,-10.074,-2.303,-1.5654,-6.9974,-4.6593,-7.2043,11.824,6.2518,-15.459,-8.6286,-9.6565,6.4755,-0.28663,-0.26222,18.603,23.1,3.7577,-4.0774,-3.105,-3.8769,-3.9511,5.1587,0.38113,0,-25.763,0.07609,-3.9511,11.081,3.4042,-72.274,-11.783,-0.93142,-22.72,-0.59271,1.5199,-17.559,-2.6858,-9.0293,-9.1785,-2.8676,9.1526,-3.6505,4.1525,-13.415,-5.3277,-5.588,-4.5221,-2.0593,2.3833,6.4364,6.0174,7.7758,-3.9196,0.37289,3.406,-5.2215,9.4108,5.1531,4.3412,0.09137,-1.3131,11.003,2.4329,8.3685,-1.1027,-6.3275,28.576,7.9359,1.8735,-23.919,-3.719,-7.0029,0.09137,2.1322,-1.8016,-2.4382,0,0.14171,2.8696,-1.268,-4.8493,1.8735,7.833,0,-2.4484,-5.0914,-3.4869,8.3574,-3.6215,-3.528,-5.1266,1.509,0.37289,1.6169,-5.28,1.8735,1.3888,-0.83515,-9.1789,6.7173,0.09137,-3.9511,0.14715,-0.15573,3.705,-0.83515,-9.7065,0.18274,8.3054,-1.3574,-5.1266,1.7144,1.982,-0.83515,-4.7692,0.37289,0.09137,1.8735,-2.6757,0.72818,-5.1266,0.4502,1.6765,-4.1118,-0.16347,-4.5246,-0.89203,-3.0166,-3.9511,0.62753,-1.8724,-3.0553,-0.71549,0,0.77099,0.09137,0.60699,6.3301,-1.0393,0.74577,5.1129,0.38113,-3.9511,3.055,-4.6552,-3.3421,-1.3612,-3.7943,1.5863,2.4211
"15 feb 1996",1,225.56,-55.867,-17.641,141.51,10.487,11.714,-2.4134,-0.29429,14.538,0,6.5491,6.3506,-0.52628,73.133,-1.4451,0.53139,5.1814,-0.014182,17.499,-1.4451,17.82,21.227,11.686,11.283,10.934,3.6285,1.5064,9.3763,-0.22165,4.4866,-6.8962,-9.2081,2.3885,1.5064,4.3488,-11.186,-2.819,-1.961,-9.5799,-4.3679,-9.7381,11.669,6.9998,-20.602,-6.5134,-10.312,9.0743,-1.0849,-1.3638,20.591,26.474,4.6829,-3.371,-3.7194,-3.8755,-6.819,12.063,1.5258,0,-27.266,0.22976,-6.819,11.718,2.8926,-74.661,-12.289,-0.7644,-25.599,-0.4846,1.6933,-19.768,-3.046,-7.5011,-11.586,-5.9467,10.196,-4.0745,4.5039,-14.244,-8.6241,-4.47,-4.456,-2.1119,2.7855,6.9608,7.3938,3.2475,-5.016,0.16017,4.4597,-3.9985,8.7486,1.7629,5.7023,0.19791,-0.68768,12.555,3.427,9.2987,0.17157,-3.7363,27.381,9.1562,1.2993,-25.449,-4.6084,-7.8853,0.19791,2.6947,-2.0208,-3.5702,0,-0.079479,3.406,-1.3076,-5.5668,1.2993,7.0089,0,-2.6183,-2.8133,-6.4609,9.0958,-3.2545,-3.0044,-4.2185,2.5327,0.16017,1.8264,-2.1069,1.2993,2.3707,-1.4451,-3.8834,7.0916,0.19791,-6.819,0.16171,0.18415,3.0127,-1.4451,-8.6178,0.39582,8.1905,-2.1074,-4.2185,1.7596,2.2924,-1.4451,-6.1226,0.16017,0.19791,1.2993,-2.7219,0.61953,-4.2185,-1.0253,1.8574,-5.4859,0.69479,-4.7387,-0.47823,-2.8193,-6.819,0.71383,-1.8579,-3.8973,-0.4762,0,0.83417,0.19791,0.16336,6.7917,-0.35169,0.32034,4.5975,1.5258,-6.819,4.4497,-5.7436,-3.736,-1.5553,-3.8206,0.84627,1.8541
"07/dec/1987",1,230.64,-61.352,-15.93,143.05,13.534,12.588,-2.7182,-0.31665,12.866,0,7.7056,6.1807,-0.26166,74.719,-1.3294,0.5068,6.3374,-0.49743,18.223,-1.3294,19.868,21.312,12.616,10.594,11.238,3.6051,1.6486,9.4593,-0.27016,4.6876,-6.8956,-9.906,2.5057,1.6486,4.4459,-11.358,-2.8002,-1.938,-9.9513,-4.7249,-9.4847,12.201,7.0793,-19.758,-7.6612,-10.633,8.7272,-0.77159,-1.0609,19.671,26.685,4.7509,-3.766,-3.5626,-4.0646,-6.3265,10.497,1.2334,0,-27.954,0.17327,-6.3265,13.342,3.1965,-77.766,-12.81,-0.89677,-25.754,-0.55253,1.7113,-19.906,-2.9661,-8.601,-11.001,-5.0778,10.258,-4.0581,4.6633,-14.44,-8.0951,-5.2006,-4.612,-2.2014,2.7656,7.438,7.1383,4.89,-4.8808,0.28852,4.3956,-4.7186,9.4795,3.1597,5.4911,0.17966,-0.89675,12.665,3.2017,9.3712,-0.67957,-4.6262,28.846,9.3132,1.5187,-26.106,-4.4159,-7.8196,0.17966,2.6477,-1.85,-3.2941,0,-0.0056127,3.4132,-1.3507,-5.8409,1.5187,7.6617,0,-2.7058,-4.0236,-5.8583,9.2709,-3.4736,-3.5005,-4.6769,2.6886,0.28852,1.8413,-3.1687,1.5187,2.1639,-1.3294,-6.7813,7.3496,0.17966,-6.3265,0.16592,0.040174,3.2972,-1.3294,-9.3741,0.35931,8.6785,-1.9677,-4.6769,1.7665,2.3153,-1.3294,-5.8974,0.28852,0.17966,1.5187,-2.8506,0.67829,-4.6769,-0.46964,1.912,-5.3206,0.44282,-4.875,-0.61962,-3.094,-6.3265,0.7242,-1.7497,-3.777,-0.56545,0,0.85835,0.17966,0.31157,6.9445,-0.57545,0.57703,5.0013,1.2334,-6.3265,4.2564,-5.6559,-3.7804,-1.5248,-3.9794,1.1713,2.1618
"2/4/1979",1,199.36,-61.591,-4.4538,125.11,11.743,9.6502,-2.8481,-0.21402,12.873,0,4.0431,4.5985,-0.015547,72.397,-0.90549,0.37491,4.585,0.016336,16.033,-0.90549,17.006,19.323,10.433,9.4969,10.157,2.5539,1.8387,9.1154,-0.24093,4.867,-6.6407,-9.6437,2.0776,1.8387,4.0821,-9.7072,-2.2629,-1.5739,-7.9346,-3.0419,-7.3077,11.602,6.1751,-16.445,-6.9749,-9.0012,7.4919,-1.7737,-1.2403,15.016,22.421,4.3099,-3.5719,-3.067,-3.4603,-4.284,5.3706,0.68082,0,-24.635,0.18461,-4.284,10.127,3.351,-65.512,-9.979,-0.51878,-21.947,-0.47942,1.4472,-15.971,-2.5124,-7.2652,-9.2027,-3.7397,9.9174,-3.547,4.2039,-12.058,-6.4348,-4.4185,-4.86,-1.8864,3.3902,5.7161,6.5693,5.4267,-3.855,0.16928,3.4245,-4.2185,8.4188,3.3382,4.501,0.10268,-1.0429,10.782,2.8218,8.5303,-0.89777,-5.8161,25.376,7.0856,1.6036,-23.8,-3.7243,-7.3489,0.10268,2.1599,-2.352,-2.8078,0,-0.076963,2.8084,-1.142,-4.9879,1.6036,6.942,0,-2.4219,-3.1845,-4.012,7.868,-3.5172,-3.8143,-4.6273,0.85515,0.16928,1.5756,-4.348,1.6036,1.6539,-0.90549,-6.9952,6.5333,0.10268,-4.284,0.14446,0.1642,3.6774,-0.90549,-8.7332,0.20537,7.6058,-1.5507,-4.6273,1.348,1.9137,-0.90549,-5.3441,0.16928,0.10268,1.6036,-2.5796,0.66458,-4.6273,-0.14792,1.5065,-4.2111,0.33103,-4.4175,-0.79596,-2.3691,-4.284,0.60211,-1.6182,-3.1392,-0.41924,0,0.75814,0.10268,0.46322,5.9729,-0.80309,0.33855,4.807,0.68082,-4.284,3.2218,-4.5638,-3.323,-1.5689,-3.6507,1.0778,2.0568
"can you please help.",0,157.47,-6.2616,-33.357,106.69,-0.21831,-4.3458,1.5775,-0.41889,19.334,0,3.0166,9.5977,-1.7632,33.116,-2.2202,-0.19601,3.6559,0.30474,11.292,-2.2202,8.3335,14.197,8.1956,9.7271,5.908,4.7322,-0.46938,4.4997,-0.010741,1.3954,-4.3621,-2.6807,1.5877,-0.46938,2.4067,-8.425,-2.7178,-1.9795,-9.4173,-2.3395,-10.55,4.5492,5.1291,-20.407,-0.63085,-7.5194,9.339,0.86022,-1.5628,18.961,21.971,3.9987,-0.4897,-2.3891,-2.4557,-10.875,23.572,3.32,0,-17.024,0.25444,-10.875,9.3763,0.27229,-50.383,-8.4012,-0.62149,-19.604,-0.13926,1.2746,-15.111,-1.8287,-3.2474,-10.733,-8.6128,5.1801,-2.8235,3.3052,-10.975,-10.997,-1.5706,-0.78014,-1.3891,0.31603,6.7824,5.262,-6.3944,-5.3409,0.12548,5.155,-0.84136,4.1852,-3.9267,5.8052,0.3938,1.1146,10.039,3.1507,5.932,0.32928,5.0721,14.207,9.4193,-0.73058,-15.062,-3.786,-4.4535,0.3938,2.671,0.36095,-3.5277,0,-0.30791,3.1603,-0.84335,-5.0858,-0.73058,2.5193,0,-1.7291,0.047875,-10.356,6.5704,-0.51253,-0.97356,1.0565,6.6619,0.12548,1.4563,6.5776,-0.73058,3.1787,-2.2202,4.5592,4.5986,0.3938,-10.875,0.11961,0.34515,-0.93876,-2.2202,-2.4864,0.78761,4.6658,-2.6367,1.0565,1.1477,1.988,-2.2202,-5.1315,0.12548,0.3938,-0.73058,-1.5548,0.051651,1.0565,-2.6933,1.6751,-5.9092,1.7197,-2.7824,0.81737,-2.0888,-10.875,0.60245,-0.40126,-3.6876,-0.050695,0,0.5778,0.3938,-0.88371,4.6811,1.3856,0.25095,1.1893,3.32,-10.875,5.6808,-5.4688,-2.678,-0.69212,-2.1474,-0.55076,0.079175
"i have had this pain since this weekend!",0,330.61,-24.776,-67.212,216.54,8.6881,5.2765,0.29869,-0.94644,31.983,0,12.334,18.814,-2.8301,66.273,-4.2069,-0.27308,7.7703,-1.1502,24.973,-4.2069,22.725,27.832,15.796,16.874,12.849,9.6573,-0.74854,8.6015,-0.16491,2.902,-8.3932,-6.2792,3.6644,-0.74854,4.9636,-17.447,-5.4761,-3.9231,-20.302,-5.8077,-22.833,10.065,10.468,-38.59,-4.5916,-16.173,16.801,3.4096,-1.5878,39.772,44.992,7.5605,-2.0458,-4.439,-5.548,-20.806,44.929,5.9376,0,-36.094,0.31869,-20.806,20.518,1.2625,-111.67,-18.288,-1.8974,-40.448,-0.48523,2.641,-30.808,-3.6066,-9.8973,-19.656,-15.229,9.852,-5.729,6.8408,-22.981,-20.175,-5.3781,-1.12,-3.0687,-0.18973,15.087,9.5192,-8.1133,-10.594,0.65653,10.234,-3.8709,10.432,-3.8831,11.441,1.7568,1.6798,20.456,5.5918,11.775,1.5189,8.4631,33.611,19.649,-0.89383,-30.775,-7.2351,-8.4991,1.7568,5.2482,1.5201,-6.2598,0,-0.33142,6.4433,-1.8838,-10.117,-0.89383,6.8308,0,-3.5876,-3.6495,-18.392,13.931,-1.3775,-2.7639,-1.1333,14.292,0.65653,2.9782,10.858,-0.89383,5.7739,-4.2069,4.2895,9.7194,1.7568,-20.806,0.24714,0.21933,-1.4971,-4.2069,-7.0338,3.5136,10.705,-4.8892,-1.1333,2.6753,4.0734,-4.2069,-9.465,0.65653,1.7568,-0.89383,-3.3851,0.26032,-1.1333,-3.8994,3.615,-11.457,2.5661,-5.8706,1.3232,-5.2309,-20.806,1.2455,-1.2021,-7.1077,-0.54231,0,1.1992,1.7568,-1.4131,10.011,2.2097,1.3131,3.2941,5.9376,-20.806,10.954,-10.866,-5.4484,-1.0436,-4.7773,-0.13071,0.97454
"do you understand what i am saying?",0,279.86,-17.779,-58.556,184.58,4.3033,4.1679,0.93534,-0.76056,27.7,0,9.5482,15.858,-2.6441,57.28,-3.6602,-0.038354,6.533,-0.38488,20.721,-3.6602,17.473,24.148,13.835,15.382,10.926,8.1444,-0.65657,7.5842,-0.094466,2.4079,-7.2581,-5.0006,3.0286,-0.65657,4.2444,-14.826,-4.678,-3.3585,-16.649,-4.6391,-18.598,8.445,8.936,-33.797,-2.8966,-13.562,14.721,2.3672,-1.7341,33.686,38.271,6.3732,-1.4592,-4.123,-4.5833,-17.021,39.23,5.2848,0,-30.619,0.3409,-17.021,16.86,0.8253,-92.905,-15.182,-1.4527,-34.527,-0.3537,2.2568,-26.374,-3.3008,-7.3393,-17.652,-13.824,8.6673,-4.9916,5.6681,-19.658,-17.634,-3.8691,-1.0835,-2.5497,0.01726,12.249,8.5722,-8.208,-9.1053,0.39314,8.7086,-2.5807,8.289,-4.6916,9.9548,0.64769,1.5463,17.435,5.061,10.177,0.79019,7.6144,27.678,16.507,-0.87569,-26.184,-6.4827,-7.5531,0.64769,4.5194,0.91637,-5.6854,0,-0.34486,5.4875,-1.5821,-8.3166,-0.87569,5.3238,0,-3.0062,-1.768,-15.98,11.812,-1.1041,-1.7498,-0.70157,11.625,0.39314,2.5396,9.8542,-0.87569,5.1147,-3.6602,5.2283,8.1228,0.64769,-17.021,0.20787,0.34253,-1.3131,-3.6602,-5.4903,1.2954,8.7487,-4.289,-0.70157,2.3263,3.4585,-3.6602,-8.3767,0.39314,0.64769,-0.87569,-2.8008,0.1907,-0.70157,-3.9101,3.0185,-9.9226,2.4306,-4.9642,1.2055,-4.1534,-17.021,1.0536,-1.2361,-6.2031,-0.3832,0,1.0079,0.64769,-1.3068,8.4643,2.0287,0.78628,2.5442,5.2848,-17.021,9.4695,-9.3718,-4.6544,-0.99219,-3.9636,-0.41388,0.57258
"04-05-1992",1,276.3,-86.076,-14.766,165.01,23.28,26.176,-4.3405,-0.38078,6.321,0,14.089,5.5943,0.46964,89.651,-1.1025,1.0252,6.4244,-1.647,23.966,-1.1025,29.06,24.203,12.874,9.9492,14.059,3.7758,2.3717,11.11,-0.43807,5.7264,-7.7241,-12.931,3.2302,2.3717,5.3785,-13.348,-3.0814,-2.0683,-11.594,-6.3436,-9.5788,15.499,8.2353,-19.947,-11.915,-12.936,8.1003,-0.027507,-0.056752,23.062,30.628,4.7557,-5.4771,-4.0063,-5.196,-5.2514,6.9552,0.44185,0,-34.082,0.053197,-5.2514,15.085,4.4497,-97.418,-15.781,-1.2688,-30.086,-0.82007,2.0181,-23.089,-3.5181,-12.586,-11.153,-3.5038,11.852,-4.7396,5.4496,-17.262,-6.9245,-7.8398,-5.6301,-2.7575,2.904,9.0839,7.5518,10.706,-5.1447,0.58916,4.5355,-7.2722,12.717,7.426,5.777,0.12512,-1.7694,14.556,3.0491,10.867,-0.65242,-8.2092,38.019,10.738,2.5043,-31.214,-3.7591,-8.9666,0.12512,2.8123,-2.0114,-3.0386,0,0.26001,3.8143,-1.7055,-6.4519,2.5043,10.562,0,-3.2248,-7.5332,-4.5372,11.148,-4.6623,-4.6409,-6.8317,2.6052,0.58916,2.1285,-7.0318,2.5043,1.7644,-1.1025,-12.809,8.8893,0.12512,-5.2514,0.19479,-0.33589,4.7434,-1.1025,-12.977,0.25024,11.153,-1.7446,-6.8317,2.3395,2.6422,-1.1025,-6.0308,0.58916,0.12512,2.5043,-3.541,0.97322,-6.8317,0.84452,2.2916,-5.4178,-0.36627,-5.9354,-1.1769,-4.2415,-5.2514,0.83772,-2.4406,-3.9686,-1.0198,0,1.0182,0.12512,0.81981,8.4315,-1.4068,1.1783,6.7921,0.44185,-5.2514,4.0344,-6.1595,-4.397,-1.6381,-4.9889,2.257,3.3003
"15.05.1994",1,274.16,-80.274,-19.376,163.84,20.706,24.013,-4.0152,-0.35276,4.6316,0,15.852,5.5442,0.21412,86.931,-1.233,1.4908,6.3416,-1.4315,21.921,-1.233,27.806,24.072,12.964,10.815,13.903,3.8661,2.2364,11.036,-0.39777,5.2037,-7.4076,-12.463,3.1699,2.2364,5.3294,-13.311,-3.1267,-2.1022,-10.951,-6.0593,-9.8183,15.004,8.1905,-20.871,-10.985,-12.786,8.6486,0.01207,-0.25447,25.043,30.68,4.7126,-5.1531,-4.3438,-5.1326,-5.7313,8.8587,0.71398,0,-33.743,0.097381,-5.7313,14.723,3.9067,-96.12,-15.433,-1.3314,-30.051,-0.77153,2.0306,-23.202,-3.7657,-11.712,-12.316,-4.2798,11.629,-4.8156,5.2008,-17.621,-7.3275,-7.281,-5.6276,-2.7165,2.6206,8.6818,7.8102,9.2624,-5.3131,0.47421,4.6132,-6.5667,12.128,6.0848,5.7847,0.14311,-1.6086,14.563,3.2505,10.82,-1.2368,-7.3437,37.126,12.147,2.3333,-30.926,-5.0802,-8.9904,0.14311,2.8775,-2.101,-3.3242,0,0.25801,3.8171,-1.6855,-6.3738,2.3333,10.07,0,-3.1627,-6.5031,-5.114,11.08,-4.4626,-3.6648,-6.4204,2.614,0.47421,2.1264,-6.127,2.3333,1.9848,-1.233,-11.18,8.7,0.14311,-5.7313,0.19221,-0.2821,4.4728,-1.233,-12.358,0.28622,10.813,-1.8737,-6.4204,2.4268,2.6509,-1.233,-6.1274,0.47421,0.14311,2.3333,-3.4332,0.91434,-6.4204,0.25581,2.2674,-5.6486,-0.15878,-5.8194,-1.0237,-4.084,-5.7313,0.83631,-2.4119,-4.1285,-0.97197,0,1.0015,0.14311,0.67812,8.3222,-1.1911,0.94842,6.4102,0.71398,-5.7313,4.2334,-6.3512,-4.3665,-1.693,-4.7711,1.9993,3.0262
